H1,V1,V2,theta1,theta2,x2,M1,x1,y1,H2,M2,y2
-10.0000000000000,5.00000000000000,5.00000000000000,-0.0339673913043478,0.0339673913043478,0.0,0.0,0.0,0.0,0.0,0.0,0.0
